stime	etime	text
00:36:41.680	00:36:45.190 align:start position:0%	är länken som vi ska skicka
00:36:45.190	00:36:45.200 align:start position:0%	ut till våra potentiella deltagare
00:36:45.200	00:36:47.109 align:start position:0%	ut till våra potentiella deltagare
00:36:47.109	00:36:47.119 align:start position:0%	så det här är länken som du
00:36:47.119	00:36:49.190 align:start position:0%	så det här är länken som du
00:36:49.190	00:36:49.200 align:start position:0%	till exempel kommer att dela
00:36:49.200	00:36:52.710 align:start position:0%	till exempel kommer att dela
00:36:52.710	00:36:52.720 align:start position:0%	 
00:36:52.720	00:36:56.550 align:start position:0%	 
00:36:56.550	00:36:56.560 align:start position:0%	till alla som du vill ska kunna
00:36:56.560	00:37:00.069 align:start position:0%	till alla som du vill ska kunna
00:37:00.069	00:37:00.079 align:start position:0%	 
00:37:00.079	00:37:06.950 align:start position:0%	 
00:37:06.950	00:37:06.960 align:start position:0%	 
00:37:06.960	00:37:08.870 align:start position:0%	 
00:37:08.870	00:37:08.880 align:start position:0%	och slutligen
00:37:08.880	00:37:11.109 align:start position:0%	och slutligen
00:37:11.109	00:37:11.119 align:start position:0%	om allt fungerar
00:37:11.119	00:37:14.230 align:start position:0%	om allt fungerar
00:37:14.230	00:37:14.240 align:start position:0%	så borde vi vara  kan
00:37:14.240	00:37:15.589 align:start position:0%	så borde vi vara  kan
00:37:15.589	00:37:15.599 align:start position:0%	klistra in det i
00:37:15.599	00:37:17.910 align:start position:0%	klistra in det i
00:37:17.910	00:37:17.920 align:start position:0%	en webbläsare
00:37:17.920	00:37:21.589 align:start position:0%	en webbläsare
00:37:21.589	00:37:21.599 align:start position:0%	 
00:37:21.599	00:37:36.230 align:start position:0%	 
00:37:36.230	00:37:36.240 align:start position:0%	 
00:37:36.240	00:37:39.270 align:start position:0%	 
00:37:39.270	00:37:39.280 align:start position:0%	jag antar att det tar ett tag för
00:37:39.280	00:37:41.589 align:start position:0%	jag antar att det tar ett tag för
00:37:41.589	00:37:41.599 align:start position:0%	Google Documents att bearbeta
00:37:41.599	00:37:43.910 align:start position:0%	Google Documents att bearbeta
00:37:43.910	00:37:43.920 align:start position:0%	det hela
00:37:43.920	00:37:45.349 align:start position:0%	det hela
00:37:45.349	00:37:45.359 align:start position:0%	men
00:37:45.359	00:37:47.190 align:start position:0%	men
00:37:47.190	00:37:47.200 align:start position:0%	det här är vad du borde kunna se
00:37:47.200	00:37:48.870 align:start position:0%	det här är vad du borde kunna se
00:37:48.870	00:37:48.880 align:start position:0%	nu och
00:37:48.880	00:37:51.510 align:start position:0%	nu och
00:37:51.510	00:37:51.520 align:start position:0%	det betyder att du har
00:37:51.520	00:37:53.030 align:start position:0%	det betyder att du har
00:37:53.030	00:37:53.040 align:start position:0%	 
00:37:53.040	00:37:56.230 align:start position:0%	 
00:37:56.230	00:37:56.240 align:start position:0%	återskapat experimentet som du
00:37:56.240	00:37:58.950 align:start position:0%	återskapat experimentet som du
00:37:58.950	00:37:58.960 align:start position:0%	deltog i tidigare  så här har
00:37:58.960	00:37:59.990 align:start position:0%	deltog i tidigare  så här har
00:37:59.990	00:38:00.000 align:start position:0%	vi samma
00:38:00.000	00:38:01.990 align:start position:0%	vi samma
00:38:01.990	00:38:02.000 align:start position:0%	standardformuleringar
00:38:02.000	00:38:04.390 align:start position:0%	standardformuleringar
00:38:04.390	00:38:04.400 align:start position:0%	och vi har den här knappen
00:38:04.400	00:38:06.550 align:start position:0%	och vi har den här knappen
00:38:06.550	00:38:06.560 align:start position:0%	som talar om för mig
00:38:06.560	00:38:09.430 align:start position:0%	som talar om för mig
00:38:09.430	00:38:09.440 align:start position:0%	att den slumpmässigt tilldelar
00:38:09.440	00:38:12.550 align:start position:0%	att den slumpmässigt tilldelar
00:38:12.550	00:38:12.560 align:start position:0%	varje besökare till den här webbsidan
00:38:12.560	00:38:15.349 align:start position:0%	varje besökare till den här webbsidan
00:38:15.349	00:38:15.359 align:start position:0%	två olika versioner
00:38:15.359	00:38:17.910 align:start position:0%	två olika versioner
00:38:17.910	00:38:17.920 align:start position:0%	så låt oss se om jag klickar på knappen  kommer
00:38:17.920	00:38:20.150 align:start position:0%	så låt oss se om jag klickar på knappen  kommer
00:38:20.150	00:38:20.160 align:start position:0%	jag att få
00:38:20.160	00:38:21.750 align:start position:0%	jag att få
00:38:21.750	00:38:21.760 align:start position:0%	kontrolltillståndet
00:38:21.760	00:38:24.950 align:start position:0%	kontrolltillståndet
00:38:24.950	00:38:24.960 align:start position:0%	utan ansikte eller kommer jag att få
00:38:24.960	00:38:30.470 align:start position:0%	utan ansikte eller kommer jag att få
00:38:30.470	00:38:30.480 align:start position:0%	 
00:38:30.480	00:38:34.069 align:start position:0%	 
00:38:34.069	00:38:34.079 align:start position:0%	så i det här fallet fick jag behandlingen
00:38:34.079	00:38:35.430 align:start position:0%	så i det här fallet fick jag behandlingen
00:38:35.430	00:38:35.440 align:start position:0%	och om jag
00:38:35.440	00:38:38.870 align:start position:0%	och om jag
00:38:38.870	00:38:38.880 align:start position:0%	går tillbaka till till samma sida
00:38:38.880	00:38:42.230 align:start position:0%	går tillbaka till till samma sida
00:38:42.230	00:38:42.240 align:start position:0%	igen till målsidan och laddar om den
00:38:42.240	00:38:44.310 align:start position:0%	igen till målsidan och laddar om den
00:38:44.310	00:38:44.320 align:start position:0%	kommer jag tidigare eller
00:38:44.320	00:38:47.109 align:start position:0%	kommer jag tidigare eller
00:38:47.109	00:38:47.119 align:start position:0%	slutar senare med kontrollvillkoret som
00:38:47.119	00:38:49.670 align:start position:0%	slutar senare med kontrollvillkoret som
00:38:49.670	00:38:49.680 align:start position:0%	är den andra versionen av den här
00:38:49.680	00:38:54.470 align:start position:0%	är den andra versionen av den här
00:38:54.470	00:38:54.480 align:start position:0%	 
00:38:54.480	00:38:57.430 align:start position:0%	 
00:38:57.430	00:38:57.440 align:start position:0%	okej det är hela experimentet
00:38:57.440	00:39:00.790 align:start position:0%	okej det är hela experimentet
00:39:00.790	00:39:00.800 align:start position:0%	så
00:39:00.800	00:39:04.150 align:start position:0%	så
00:39:04.150	00:39:04.160 align:start position:0%	bara för att avsluta den här workshopen
00:39:04.160	00:39:06.069 align:start position:0%	bara för att avsluta den här workshopen
00:39:06.069	00:39:06.079 align:start position:0%	kommer vi också
00:39:06.079	00:39:09.670 align:start position:0%	kommer vi också
00:39:09.670	00:39:11.109 align:start position:0%	ta en titt på lite data från ett experiment
00:39:11.109	00:39:11.119 align:start position:0%	 
00:39:11.119	00:39:16.470 align:start position:0%	 
00:39:16.470	00:39:16.480 align:start position:0%	 
00:39:16.480	00:39:18.230 align:start position:0%	 
00:39:18.230	00:39:18.240 align:start position:0%	och
00:39:18.240	00:39:21.430 align:start position:0%	och
00:39:21.430	00:39:21.440 align:start position:0%	i den här delen måste vi
00:39:21.440	00:39:22.870 align:start position:0%	i den här delen måste vi
00:39:22.870	00:39:22.880 align:start position:0%	gå till vår
00:39:22.880	00:39:24.310 align:start position:0%	gå till vår
00:39:24.310	00:39:24.320 align:start position:0%	kopia
00:39:24.320	00:39:25.349 align:start position:0%	kopia
00:39:25.349	00:39:25.359 align:start position:0%	 
00:39:25.359	00:39:29.670 align:start position:0%	 
00:39:29.670	00:39:29.680 align:start position:0%	av datafilen och den heter dot tsv
00:39:29.680	00:39:31.109 align:start position:0%	av datafilen och den heter dot tsv
00:39:31.109	00:39:31.119 align:start position:0%	vilket betyder
00:39:31.119	00:39:33.829 align:start position:0%	vilket betyder
00:39:33.829	00:39:33.839 align:start position:0%	tabbseparerade värden så det här är i
00:39:33.839	00:39:37.109 align:start position:0%	tabbseparerade värden så det här är i
00:39:37.109	00:39:37.119 align:start position:0%	princip en textfil
00:39:37.119	00:39:42.390 align:start position:0%	princip en textfil
00:39:42.390	00:39:42.400 align:start position:0%	som innehåller kalkylbladsdata
00:39:42.400	00:39:45.349 align:start position:0%	som innehåller kalkylbladsdata
00:39:45.349	00:39:45.359 align:start position:0%	så att du kan dubbelklicka på den
00:39:45.359	00:39:48.550 align:start position:0%	så att du kan dubbelklicka på den
00:39:48.550	00:39:48.560 align:start position:0%	 
00:39:48.560	00:39:51.190 align:start position:0%	 
00:39:51.190	00:39:51.200 align:start position:0%	och det kommer att ge dig en förhandsgranskning
00:39:51.200	00:39:53.430 align:start position:0%	och det kommer att ge dig en förhandsgranskning
00:39:53.430	00:39:53.440 align:start position:0%	men det kommer också att
00:39:53.440	00:39:56.870 align:start position:0%	men det kommer också att
00:39:56.870	00:39:56.880 align:start position:0%	ge dig möjlighet att öppna filen så att
00:39:56.880	00:39:59.670 align:start position:0%	ge dig möjlighet att öppna filen så att
00:39:59.670	00:39:59.680 align:start position:0%	vi kan redigera den
00:39:59.680	00:40:00.390 align:start position:0%	vi kan redigera den
00:40:00.390	00:40:00.400 align:start position:0%	så
00:40:00.400	00:40:03.510 align:start position:0%	så
00:40:03.510	00:40:03.520 align:start position:0%	jag går vidare och väljer google sheets så
00:40:03.520	00:40:06.550 align:start position:0%	jag går vidare och väljer google sheets så
00:40:06.550	00:40:06.560 align:start position:0%	nu kommer jag att konvertera datafilen
00:40:06.560	00:40:08.309 align:start position:0%	nu kommer jag att konvertera datafilen
00:40:08.309	00:40:08.319 align:start position:0%	till ett standard
00:40:08.319	00:40:14.870 align:start position:0%	till ett standard
00:40:14.870	00:40:14.880 align:start position:0%	 
00:40:14.880	00:40:17.670 align:start position:0%	 
00:40:17.670	00:40:17.680 align:start position:0%	och här har vi  några exempeldata
00:40:17.680	00:40:19.109 align:start position:0%	och här har vi  några exempeldata
00:40:19.109	00:40:19.119 align:start position:0%	så
00:40:19.119	00:40:21.030 align:start position:0%	så
00:40:21.030	00:40:21.040 align:start position:0%	om vi tittar på kolumnerna har vi en
00:40:21.040	00:40:23.270 align:start position:0%	om vi tittar på kolumnerna har vi en
00:40:23.270	00:40:23.280 align:start position:0%	tidsstämpelkolumn som vi inte kommer att använda
00:40:23.280	00:40:24.710 align:start position:0%	tidsstämpelkolumn som vi inte kommer att använda
00:40:24.710	00:40:24.720 align:start position:0%	att nu har
00:40:24.720	00:40:27.910 align:start position:0%	att nu har
00:40:27.910	00:40:27.920 align:start position:0%	vi en attitydkolumn detta är vår
00:40:27.920	00:40:30.309 align:start position:0%	vi en attitydkolumn detta är vår
00:40:30.309	00:40:30.319 align:start position:0%	beroende variabel
00:40:30.319	00:40:32.309 align:start position:0%	beroende variabel
00:40:32.309	00:40:32.319 align:start position:0%	detta är vad vi mäter
00:40:32.319	00:40:36.230 align:start position:0%	detta är vad vi mäter
00:40:36.230	00:40:36.240 align:start position:0%	i vår spridning i våra formulär
00:40:36.240	00:40:39.750 align:start position:0%	i vår spridning i våra formulär
00:40:39.750	00:40:39.760 align:start position:0%	så det är en  attitydpoäng mellan en
00:40:39.760	00:40:42.790 align:start position:0%	så det är en  attitydpoäng mellan en
00:40:42.790	00:40:42.800 align:start position:0%	som är starkt negativ och sju
00:40:42.800	00:40:45.589 align:start position:0%	som är starkt negativ och sju
00:40:45.589	00:40:45.599 align:start position:0%	som är starkt positiv
00:40:45.599	00:40:46.790 align:start position:0%	som är starkt positiv
00:40:46.790	00:40:46.800 align:start position:0%	och sedan har vi
00:40:46.800	00:40:50.069 align:start position:0%	och sedan har vi
00:40:50.069	00:40:50.079 align:start position:0%	en kolumn för tillstånd
00:40:50.079	00:40:52.630 align:start position:0%	en kolumn för tillstånd
00:40:52.630	00:40:52.640 align:start position:0%	så detta kommer att vara vår huvudsakliga
00:40:52.640	00:40:55.910 align:start position:0%	så detta kommer att vara vår huvudsakliga
00:40:55.910	00:40:55.920 align:start position:0%	oberoende variabel
00:40:55.920	00:40:59.349 align:start position:0%	oberoende variabel
00:40:59.349	00:40:59.359 align:start position:0%	så vi vill i princip se vilken effekt
00:40:59.359	00:41:02.309 align:start position:0%	så vi vill i princip se vilken effekt
00:41:02.309	00:41:02.319 align:start position:0%	har tillstånd på
00:41:02.319	00:41:05.030 align:start position:0%	har tillstånd på
00:41:05.030	00:41:05.040 align:start position:0%	 
00:41:05.040	00:41:06.950 align:start position:0%	 
00:41:06.950	00:41:06.960 align:start position:0%	och då har vi också  några
00:41:06.960	00:41:10.150 align:start position:0%	och då har vi också  några
00:41:10.150	00:41:10.160 align:start position:0%	bakgrundsvariabler ålder och kön
00:41:10.160	00:41:12.390 align:start position:0%	bakgrundsvariabler ålder och kön
00:41:12.390	00:41:12.400 align:start position:0%	och vi kommer inte att använda dem för den här
00:41:12.400	00:41:14.710 align:start position:0%	och vi kommer inte att använda dem för den här
00:41:14.710	00:41:14.720 align:start position:0%	analysen
00:41:14.720	00:41:17.670 align:start position:0%	analysen
00:41:17.670	00:41:17.680 align:start position:0%	så låt oss se hur vi kan börja analysera
00:41:17.680	00:41:20.870 align:start position:0%	så låt oss se hur vi kan börja analysera
00:41:20.870	00:41:20.880 align:start position:0%	detta så villkoret skulle jag säga att
00:41:20.880	00:41:23.430 align:start position:0%	detta så villkoret skulle jag säga att
00:41:23.430	00:41:23.440 align:start position:0%	under den här kolumnen har vi
00:41:23.440	00:41:26.870 align:start position:0%	under den här kolumnen har vi
00:41:26.870	00:41:26.880 align:start position:0%	 
00:41:26.880	00:41:29.910 align:start position:0%	 
00:41:29.910	00:41:29.920 align:start position:0%	 
00:41:29.920	00:41:32.230 align:start position:0%	 
00:41:32.230	00:41:32.240 align:start position:0%	så det är en förkortning för kontroll och om
00:41:32.240	00:41:33.750 align:start position:0%	så det är en förkortning för kontroll och om
00:41:33.750	00:41:33.760 align:start position:0%	vi rullar  ner kan
00:41:33.760	00:41:37.109 align:start position:0%	vi rullar  ner kan
00:41:37.109	00:41:37.119 align:start position:0%	vi se att vi också har ett gäng
00:41:37.119	00:41:39.589 align:start position:0%	vi se att vi också har ett gäng
00:41:39.589	00:41:39.599 align:start position:0%	svar i behandlingstillståndet
00:41:39.599	00:41:42.470 align:start position:0%	svar i behandlingstillståndet
00:41:42.470	00:41:42.480 align:start position:0%	 
00:41:42.480	00:41:43.430 align:start position:0%	 
00:41:43.430	00:41:43.440 align:start position:0%	uh
00:41:43.440	00:41:45.750 align:start position:0%	uh
00:41:45.750	00:41:45.760 align:start position:0%	 
00:41:45.760	00:41:47.990 align:start position:0%	 
00:41:47.990	00:41:48.000 align:start position:0%	och om vi scrollar hela vägen ner till
00:41:48.000	00:41:48.870 align:start position:0%	och om vi scrollar hela vägen ner till
00:41:48.870	00:41:48.880 align:start position:0%	filen
00:41:48.880	00:41:50.470 align:start position:0%	filen
00:41:50.470	00:41:50.480 align:start position:0%	till botten av filen kan vi
00:41:50.480	00:41:52.950 align:start position:0%	till botten av filen kan vi
00:41:52.950	00:41:52.960 align:start position:0%	se  vid har vi exakt
00:41:52.960	00:41:56.309 align:start position:0%	se  vid har vi exakt
00:41:56.309	00:41:56.319 align:start position:0%	 
00:41:56.319	00:42:01.109 align:start position:0%	 
00:42:01.109	00:42:01.119 align:start position:0%	 
00:42:01.119	00:42:03.030 align:start position:0%	 
00:42:03.030	00:42:03.040 align:start position:0%	så
00:42:03.040	00:42:05.109 align:start position:0%	så
00:42:05.109	00:42:05.119 align:start position:0%	som jag sa tidigare är det viktigt att
00:42:05.119	00:42:08.309 align:start position:0%	som jag sa tidigare är det viktigt att
00:42:08.309	00:42:08.319 align:start position:0%	vi börjar med vår beskrivande statistik
00:42:08.319	00:42:10.950 align:start position:0%	vi börjar med vår beskrivande statistik
00:42:10.950	00:42:10.960 align:start position:0%	när vi utforskar data
00:42:10.960	00:42:13.589 align:start position:0%	när vi utforskar data
00:42:13.589	00:42:13.599 align:start position:0%	så vi vill jämföra medel vi vill
00:42:13.599	00:42:16.470 align:start position:0%	så vi vill jämföra medel vi vill
00:42:16.470	00:42:16.480 align:start position:0%	jämföra medelinställningen i kontrolltillståndet
00:42:16.480	00:42:18.069 align:start position:0%	jämföra medelinställningen i kontrolltillståndet
00:42:18.069	00:42:18.079 align:start position:0%	 
00:42:18.079	00:42:20.150 align:start position:0%	 
00:42:20.150	00:42:20.160 align:start position:0%	med medelinställningen i  behandlingstillståndet
00:42:20.160	00:42:21.829 align:start position:0%	med medelinställningen i  behandlingstillståndet
00:42:21.829	00:42:21.839 align:start position:0%	 
00:42:21.839	00:42:23.910 align:start position:0%	 
00:42:23.910	00:42:23.920 align:start position:0%	och i google-formulär
00:42:23.920	00:42:26.950 align:start position:0%	och i google-formulär
00:42:26.950	00:42:26.960 align:start position:0%	kan du bara placera markören var som helst
00:42:26.960	00:42:28.069 align:start position:0%	kan du bara placera markören var som helst
00:42:28.069	00:42:28.079 align:start position:0%	i data
00:42:28.079	00:42:30.630 align:start position:0%	i data
00:42:30.630	00:42:30.640 align:start position:0%	och sedan kan du välja infoga
00:42:30.640	00:42:32.550 align:start position:0%	och sedan kan du välja infoga
00:42:32.550	00:42:32.560 align:start position:0%	pivottabell
00:42:32.560	00:42:35.430 align:start position:0%	pivottabell
00:42:35.430	00:42:35.440 align:start position:0%	och detta kommer att tillåta oss att ge oss
00:42:35.440	00:42:40.150 align:start position:0%	och detta kommer att tillåta oss att ge oss
00:42:40.150	00:42:40.160 align:start position:0%	 
00:42:40.160	00:42:41.430 align:start position:0%	 
00:42:41.430	00:42:41.440 align:start position:0%	så
00:42:41.440	00:42:44.309 align:start position:0%	så
00:42:44.309	00:42:44.319 align:start position:0%	just nu frågar den oss om vi vill
00:42:44.319	00:42:48.309 align:start position:0%	just nu frågar den oss om vi vill
00:42:48.309	00:42:48.319 align:start position:0%	 
00:42:48.319	00:42:49.670 align:start position:0%	 
00:42:49.670	00:42:49.680 align:start position:0%	och jag tror
00:42:49.680	00:42:51.349 align:start position:0%	och jag tror
00:42:51.349	00:42:51.359 align:start position:0%	att det är det bästa
00:42:51.359	00:42:53.349 align:start position:0%	att det är det bästa
00:42:53.349	00:42:53.359 align:start position:0%	alternativet
00:42:53.359	00:42:56.790 align:start position:0%	alternativet
00:42:56.790	00:42:56.800 align:start position:0%	så nytt ark och skapa
00:42:56.800	00:42:59.109 align:start position:0%	så nytt ark och skapa
00:42:59.109	00:42:59.119 align:start position:0%	och nu har vi en ny flik
00:42:59.119	00:43:02.309 align:start position:0%	och nu har vi en ny flik
00:43:02.309	00:43:02.319 align:start position:0%	längst ner som heter pivottabell
00:43:02.319	00:43:06.390 align:start position:0%	längst ner som heter pivottabell
00:43:06.390	00:43:06.400 align:start position:0%	och vi har en tom pivottabell
00:43:06.400	00:43:08.870 align:start position:0%	och vi har en tom pivottabell
00:43:08.870	00:43:08.880 align:start position:0%	och vad jag behöver göra nu är att jag
00:43:08.880	00:43:13.589 align:start position:0%	och vad jag behöver göra nu är att jag
00:43:13.589	00:43:13.599 align:start position:0%	 
00:43:13.599	00:43:16.710 align:start position:0%	 
00:43:16.710	00:43:16.720 align:start position:0%	höger  sidan av stapeln
00:43:16.720	00:43:19.349 align:start position:0%	höger  sidan av stapeln
00:43:19.349	00:43:19.359 align:start position:0%	där det står värden och här måste vi
00:43:19.359	00:43:21.349 align:start position:0%	där det står värden och här måste vi
00:43:21.349	00:43:21.359 align:start position:0%	lägga till
00:43:21.359	00:43:23.349 align:start position:0%	lägga till
00:43:23.349	00:43:23.359 align:start position:0%	den beroende
00:43:23.359	00:43:28.309 align:start position:0%	den beroende
00:43:28.309	00:43:28.319 align:start position:0%	 
00:43:28.319	00:43:29.030 align:start position:0%	 
00:43:29.030	00:43:29.040 align:start position:0%	så
00:43:29.040	00:43:30.870 align:start position:0%	så
00:43:30.870	00:43:30.880 align:start position:0%	det här ger mig summan
00:43:30.880	00:43:33.910 align:start position:0%	det här ger mig summan
00:43:33.910	00:43:33.920 align:start position:0%	när om vi summerar alla
00:43:33.920	00:43:37.750 align:start position:0%	när om vi summerar alla
00:43:37.750	00:43:37.760 align:start position:0%	attitydpoäng får vi en siffra för det
00:43:37.760	00:43:39.510 align:start position:0%	attitydpoäng får vi en siffra för det
00:43:39.510	00:43:39.520 align:start position:0%	men jag gör det  Jag vill inte ha summan jag vill ha
00:43:39.520	00:43:44.870 align:start position:0%	men jag gör det  Jag vill inte ha summan jag vill ha
00:43:44.870	00:43:44.880 align:start position:0%	 
00:43:44.880	00:43:48.150 align:start position:0%	 
00:43:48.150	00:43:48.160 align:start position:0%	och om du väljer genomsnitt här får vi
00:43:48.160	00:43:50.309 align:start position:0%	och om du väljer genomsnitt här får vi
00:43:50.309	00:43:50.319 align:start position:0%	den övergripande
00:43:50.319	00:43:51.270 align:start position:0%	den övergripande
00:43:51.270	00:43:51.280 align:start position:0%	genomsnittliga
00:43:51.280	00:43:53.430 align:start position:0%	genomsnittliga
00:43:53.430	00:43:53.440 align:start position:0%	inställningen
00:43:53.440	00:43:56.950 align:start position:0%	inställningen
00:43:56.950	00:43:56.960 align:start position:0%	till bannerannonserna båda
00:43:56.960	00:43:59.230 align:start position:0%	till bannerannonserna båda
00:43:59.230	00:43:59.240 align:start position:0%	och medelinställningen är
00:43:59.240	00:44:02.150 align:start position:0%	och medelinställningen är
00:44:02.150	00:44:02.160 align:start position:0%	3,46 så strax
00:44:02.160	00:44:06.950 align:start position:0%	3,46 så strax
00:44:06.950	00:44:06.960 align:start position:0%	 
00:44:06.960	00:44:12.150 align:start position:0%	 
00:44:12.150	00:44:12.160 align:start position:0%	 
00:44:12.160	00:44:13.990 align:start position:0%	 
00:44:13.990	00:44:14.000 align:start position:0%	så nu  jag vill separera de två
00:44:14.000	00:44:15.589 align:start position:0%	så nu  jag vill separera de två
00:44:15.589	00:44:15.599 align:start position:0%	tillstånden
00:44:15.599	00:44:20.309 align:start position:0%	tillstånden
00:44:20.309	00:44:20.319 align:start position:0%	så jag går till kolumner och klickar på lägg till
00:44:20.319	00:44:25.430 align:start position:0%	så jag går till kolumner och klickar på lägg till
00:44:25.430	00:44:25.440 align:start position:0%	 
00:44:25.440	00:44:27.589 align:start position:0%	 
00:44:27.589	00:44:27.599 align:start position:0%	så nu har vi en pivottabell där vi
00:44:27.599	00:44:29.349 align:start position:0%	så nu har vi en pivottabell där vi
00:44:29.349	00:44:31.589 align:start position:0%	kan se
00:44:31.589	00:44:31.599 align:start position:0%	 
00:44:31.599	00:44:33.990 align:start position:0%	 
00:44:33.990	00:44:34.000 align:start position:0%	medelinställningen i kontrolltillståndet som
00:44:34.000	00:44:35.990 align:start position:0%	medelinställningen i kontrolltillståndet som
00:44:35.990	00:44:36.000 align:start position:0%	är c
00:44:36.000	00:44:38.390 align:start position:0%	är c
00:44:38.390	00:44:38.400 align:start position:0%	behandlingstillståndet som är t  och
00:44:38.400	00:44:40.309 align:start position:0%	behandlingstillståndet som är t  och
00:44:40.309	00:44:40.319 align:start position:0%	 
00:44:40.319	00:44:41.190 align:start position:0%	 
00:44:41.190	00:44:41.200 align:start position:0%	 
00:44:41.200	00:44:43.349 align:start position:0%	 
00:44:43.349	00:44:43.359 align:start position:0%	vi kan se här att det faktiskt
00:44:43.359	00:44:45.750 align:start position:0%	vi kan se här att det faktiskt
00:44:45.750	00:44:45.760 align:start position:0%	verkar stödja våra hypoteser
00:44:45.760	00:44:47.829 align:start position:0%	verkar stödja våra hypoteser
00:44:47.829	00:44:47.839 align:start position:0%	att vi har en något högre
00:44:47.839	00:44:51.349 align:start position:0%	att vi har en något högre
00:44:51.349	00:44:51.359 align:start position:0%	nivå av attityd positiv attityd
00:44:51.359	00:44:54.550 align:start position:0%	nivå av attityd positiv attityd
00:44:54.550	00:44:54.560 align:start position:0%	i behandlingstillståndet
00:44:54.560	00:44:56.790 align:start position:0%	i behandlingstillståndet
00:44:56.790	00:44:56.800 align:start position:0%	så det verkar bra det är ett gott tecken
00:44:56.800	00:44:57.589 align:start position:0%	så det verkar bra det är ett gott tecken
00:44:57.589	00:44:57.599 align:start position:0%	men
00:44:57.599	00:45:00.630 align:start position:0%	men
00:45:00.630	00:45:00.640 align:start position:0%	vi kan fortfarande inte säga så mycket om
00:45:00.640	00:45:03.349 align:start position:0%	vi kan fortfarande inte säga så mycket om
00:45:03.349	00:45:03.359 align:start position:0%	dessa medel eftersom  de kan bero på
00:45:03.359	00:45:06.710 align:start position:0%	dessa medel eftersom  de kan bero på
00:45:06.710	00:45:06.720 align:start position:0%	 
00:45:06.720	00:45:08.790 align:start position:0%	 
00:45:08.790	00:45:08.800 align:start position:0%	så vi går vidare och ritar
00:45:08.800	00:45:10.630 align:start position:0%	så vi går vidare och ritar
00:45:10.630	00:45:10.640 align:start position:0%	bara detta
00:45:10.640	00:45:12.870 align:start position:0%	bara detta
00:45:12.870	00:45:12.880 align:start position:0%	så för att rita detta väljer jag dessa fyra
00:45:12.880	00:45:15.750 align:start position:0%	så för att rita detta väljer jag dessa fyra
00:45:15.750	00:45:15.760 align:start position:0%	olika celler
00:45:15.760	00:45:16.829 align:start position:0%	olika celler
00:45:16.829	00:45:16.839 align:start position:0%	kontroll
00:45:16.839	00:45:18.710 align:start position:0%	kontroll
00:45:18.710	00:45:18.720 align:start position:0%	c
00:45:18.720	00:45:24.470 align:start position:0%	c
00:45:24.470	00:45:24.480 align:start position:0%	 
00:45:24.480	00:45:29.589 align:start position:0%	 
00:45:29.589	00:45:29.599 align:start position:0%	 
00:45:29.599	00:45:33.589 align:start position:0%	 
00:45:33.589	00:45:33.599 align:start position:0%	 
00:45:33.599	00:45:36.150 align:start position:0%	 
00:45:36.150	00:45:36.160 align:start position:0%	och av någon anledning
00:45:36.160	00:45:38.390 align:start position:0%	och av någon anledning
00:45:38.390	00:45:38.400 align:start position:0%	tror google document att jag alltid
00:45:38.400	00:45:40.550 align:start position:0%	tror google document att jag alltid
00:45:40.550	00:45:40.560 align:start position:0%	vill ha ett cirkeldiagram
00:45:40.560	00:45:43.910 align:start position:0%	vill ha ett cirkeldiagram
00:45:43.910	00:45:43.920 align:start position:0%	men vi kan även ändra detta till ett stapeldiagram
00:45:43.920	00:45:46.790 align:start position:0%	men vi kan även ändra detta till ett stapeldiagram
00:45:46.790	00:45:46.800 align:start position:0%	 
00:45:46.800	00:45:49.190 align:start position:0%	 
00:45:49.190	00:45:49.200 align:start position:0%	och nu har vi visualiserat
00:45:49.200	00:45:51.589 align:start position:0%	och nu har vi visualiserat
00:45:51.589	00:45:51.599 align:start position:0%	medelvärdena i våra två olika grupper så vi
00:45:51.599	00:45:52.390 align:start position:0%	medelvärdena i våra två olika grupper så vi
00:45:52.390	00:45:52.400 align:start position:0%	 
00:45:52.400	00:45:54.790 align:start position:0%	 
00:45:54.790	00:45:54.800 align:start position:0%	har medelvärdet av attityder
00:45:54.800	00:45:56.710 align:start position:0%	har medelvärdet av attityder
00:45:56.710	00:45:59.430 align:start position:0%	i kontrolltillståndet och  behandlingstillståndet
00:45:59.430	00:45:59.440 align:start position:0%	 
00:45:59.440	00:46:02.150 align:start position:0%	 
00:46:02.150	00:46:02.160 align:start position:0%	och om vi vill gå ett steg längre kan
00:46:02.160	00:46:05.190 align:start position:0%	och om vi vill gå ett steg längre kan
00:46:05.190	00:46:05.200 align:start position:0%	vi anpassa denna graf
00:46:05.200	00:46:06.309 align:start position:0%	vi anpassa denna graf
00:46:06.309	00:46:06.319 align:start position:0%	och sätta
00:46:06.319	00:46:11.990 align:start position:0%	och sätta
00:46:11.990	00:46:12.000 align:start position:0%	 
00:46:12.000	00:46:14.790 align:start position:0%	 
00:46:14.790	00:46:14.800 align:start position:0%	förtroende vi har för dessa två
00:46:14.800	00:46:16.309 align:start position:0%	förtroende vi har för dessa två
00:46:16.309	00:46:16.319 align:start position:0%	olika sätt
00:46:16.319	00:46:19.750 align:start position:0%	olika sätt
00:46:19.750	00:46:19.760 align:start position:0%	så att jag kan scrolla ner under anpassa
00:46:19.760	00:46:21.910 align:start position:0%	så att jag kan scrolla ner under anpassa
